Place,Address,Latitude,Longitude,Tips
Cochon Butcher (Where to Order Thanksgiving Turkey and Sides in New Orleans 2017),"930 Tchoupitoulas St Suite B, New Orleans, LA 70130",29.9421848,-90.0670081,"The main course comes raw so you can cook it at home: whole hogs, boudin stuffed turkey, free range turkey, jambalaya stuffed chicken. What you’re not cooking at home is the sides, breads, and desserts: oyster and cornbread dressing, green bean casserole, mac and cheese, gumbo, rolls, pumpkin pie, and more. Orders must be placed by Saturday, November 18. Pick up on Tuesday, November 21 or Wednesday, November 22. Full menu here."
Commander's Palace (New Orleans' Essential Lunch Spots),"1403 Washington Ave, New Orleans, LA 70130",29.92877428,-90.0842616,"This Garden District beauty made famous by renowned restaurateur Ella Brennan (who employed both Paul Prudhomme and Emeril Lagasse during her tenure) is known for its twenty-five cent martinis at lunch. Chef Tory McPhail also offers an affordable three-course prix-fixe special for about $35 or so, a steal for this landmark."
Commander's Palace (Ten Spots Where the Three-Martini Lunch is Alive and Well),"1403 Washington Ave, New Orleans, LA 70130",29.9287839,-90.0842185,"Though dinner is a popular time to dine at the iconic turquoise palace in the Garden District, lunch delivers the same experience at half the price — especially when twenty-five cent martinis make the rounds. Opt for two or three courses, $18-$34, and order a trifecta of martinis — three is the limit. Still thirsty? Order a French red or white for $5.99 a glass. "
Commander's Palace (Where to Find the Best Réveillon Dinners in New Orleans 2017),"1403 Washington Ave, New Orleans, LA 70130",29.9287839,-90.0842185,"Pricier than most, but with good reason. This Uptown landmark’s Réveillon menu weighs in with a whopping seven courses and isn’t for the faint of heart. Heavy doses of cream, including a cheese course. A highly inventive line up include lobster and grilled corn pudding and a foie gras and riesling pie a la mode. $100 per person."
Cooter Brown's Tavern (Where to Watch the 2018 Super Bowl in New Orleans),"509 S Carrollton Ave, New Orleans, LA 70118",29.9423802,-90.1343629,"Raw oysters, stiff drinks, and a huge beer list await at this casual Riverbend bar just down from the levee. There are televisions everywhere, so no matter where you sit the view will be just fine. If you get hungry, drop by Mr. Chill’s next door for a dynamite hot dog. And, in case you’re wondering, the celebrity/beer caricatures lining the walls were carved years ago by a former RISD student who found himself flipping burgers back in the kitchen."
"Covington Brewhouse (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","226 E Lockwood St, Covington, LA",30.47775792,-90.09675264,"This brewery, formerly Heiner Brau Brewery, is located in a former hardware store. The space also had past lives as a gymnasium and cotton processing warehouse. Brewery tours happen every Saturday at 11:30 am and 12:30 pm. Easily accessible from the Trace."
Crabby Jack's (Here are New Orleans’ Best Po-Boy Spots),"428 Jefferson Hwy, New Orleans, LA 70118",29.9647117,-90.1355114,"From the outside, this off-shoot of Jacques-imo’s restaurant appears like yet another unassuming spot on a bereft-looking stretch of Jefferson Highway. But come 11:30 weekdays the parking lot quickly fills with tradesmen’s trucks — and with good reason. Step inside to find not only find a vibrant, share-a-table lunchroom but some of the tastiest po-boys in town. Here generously packed fried shrimp and oyster po-boys spill onto the wax paper wrapping. With a friend? Consider splitting a 15” king size po-boy from the specialty menu: duck, cochon de lait, or fried green tomato with shrimp remoulade. A good insider’s pick for those out-of-town friends looking for the real deal. "
Creole Creamery (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"4924 Prytania St, New Orleans, LA 70115",29.9244731,-90.1085023,"Local favorite Creole Creamery dishes out king cake ice cream this season — sweet cream and cinnamon ice cream with pieces of real king cake, cinnamon chips, and Mardi Gras sprinkles. If that sounds good, go nuts with an ice cream king cake: Eight big scoops of king cake ice cream, topped with purple, green, and gold vanilla créme anglaise, sprinkles, and cherries. There’s a baby inside too."
Criollo (Where to Find the Best Réveillon Dinners in New Orleans 2017),"214 Royal St, New Orleans, LA 70130",29.9540256,-90.067925,"One of the more substantial Reveillon menu options with an amuse bouche plus five courses. Genuinely inspired first course options include: lamb with scallops and red beet puree, rabbit and sweetbreads fricassee, and foie-gras stuffed quail with cherry and pistachio chutney. The variety extends to an intriguing choice between four entree options: lamb, seafood, venison and in the ultimate Christmas touch, goose. $75 per person."
Croissant D'Or Patisserie (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"617 Ursulines Ave, New Orleans, LA 70116",29.9609361,-90.0612178,"Look down as you enter to see the tiles embedded in the sidewalk from when this French Quarter storefront say “Angelo Brocato.” Indeed, the space once belonged to Angelo Brocato’s, the city most beloved gelato and cannoli maker. Fortunately, Croissant has kept its vintage tiled walls and handsome Italian looks. The result is a classic breakfast and lunch cafe that even on the hottest of days offers a haven of cool and respite. Plus, there’s a secret courtyard worth seeking out. Aside from tarts and mousses, traditional French baked goods include quiches, and of course, croissants. Sandwiches also available. Open daily from 6:30 a.m. to 3 p.m. Closed Tuesdays. "
Cutter's Bar (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"706 Franklin Ave, New Orleans, LA 70117",29.9651456,-90.0514501,"Cutter’s is a sweet quirky neighborhood hole-in-the-wall with a mix of gay, straight, and everyone in between friendly clientele. Tuesday’s trivia night, organized by sometime bartender Marc Paradis, better known for his band Johnny Sketch & The Dirty Notes, is a hoot. Cutter’s is a gem.  "
Daisy Dukes Cafe & Delivery 24/7 (Where to Find the Best 24-Hour Eats in New Orleans),"308 St Charles Ave, New Orleans, LA 70130",29.951241,-90.07001,"This accommodating hole-in-the-wall is home to the bottomless Cajun Mary, a killer version of a bloody that comes with a boiled crawfish perched on the rim of the cup. Get breakfast any time, sausage gravy and biscuits, over-stuffed po-boys, burgers and the like, dished in a busy diner atmosphere within walking distance to Bourbon Street bars. "
"Dakota Restaurant (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","629 N US-190, Covington, LA",30.439373,-90.083723,"An elegant charmer that has set the bar for North Shore restaurants since its opening in 1990 by Kenny LaCour and Kim Kringlie. The lump crabmeat and brie soup is a perennial favorite, but be sure to try the New Orleans barbecue shrimp and mussels, the lump crabmeat sandwich, and the liver and onions."
Dat Dog (Multiple Locations) (Where To Eat New Orleans’ Best Hot Dogs),"5031 Freret St, New Orleans, LA",29.93486299,-90.10910359,"The original location, on Freret kicked off the city’s craze for hot dogs, sausages, and whatever toppings could fit on a bun. Since the early days of this hot dog hot spot, Dat Dog has announced plans to expand into Baton Rouge and Houston (25 locations expected to open here in the next few years). If you can’t get to the Freret location, check the website for other locations on Magazine, Frenchman, and Lakeside Mall. And do get the crawfish étouffée dog with crawfish sausage, étouffée, sour cream, onions, tomato, Creole mustard. "
Deanie's Seafood Restaurant (Where to Order Thanksgiving Turkey and Sides in New Orleans 2017),"1713 Lake Ave, Metairie, LA 70005",30.0187462,-90.1227076,"Lots of excellent options from this iconic seafood restaurant in Bucktown. Fried turkey, smoked turkey, smoked Boston butt, and smoked beef brisket make up the meat options. Dressings (crabmeat, oyster, crawfish) and gravy are sold by the quart. Stuffed crab, stuffed crawfish, corn maque choux, stuffed mirliton, sweet potato casserole, and oyster patties make up the side dishes. Lots of soup and dessert options as well. "
Decadent NYE Dinner at DTB (Where to Eat and Drink on New Year’s Eve in New Orleans),"8201 Oak St #1, New Orleans, LA 70118",29.948297,-90.130707,"Your probably deserve to end the year with a crab fat beignet. DTB on Oak Street has a decadent, $85 four-course menu with crab fat beignets topped with Cajun caviar, fois gras “almondine,” a NY strip with butter poached lobster, and more. Start the meal with a complimentary glass of Champagne and be sure to add the optional $40 wine and cocktail pairing to the dinner. Full menu here. Plus, this Riverbend spot puts you within walking distance of notorious dive bar Snake and Jake’s so that you can end your NYE in full debauchery. "
Déjà Vu Restaurant & Bar (Where to Find the Best 24-Hour Eats in New Orleans),"400 Dauphine St, New Orleans, LA 70112",29.95692,-90.0684773,"This quirky 24-hour dive bar is the spot for a burger at 5 a.m., breakfast after midnight, and grilled chicken salad any time at all. Prices won’t break the bank — get biscuits and gravy for $4.99 and an eight-ounce New York strip for $13.99 ($10.99 Tuesday and Thursdays) including a baked potato. There’s a full bar, local beer on tap, and a regular cast of characters that make for fine people watching.  "
Del Porto (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"501 E Boston St, Covington, LA 70433",30.4754515,-90.0955154,"The menu changes often at this intimate, high hospitality North Shore gem situated in the heart of downtown Covington. Husband-and-wife chef team David and Torre Solazzo build creative and elegant Italian cuisine from local products, building off their shared experience working at legendary Napa Italian restaurant, Tra Vigne (where they met). Plus, there’s an award-winning wine list and great happy hour. "
"Del Porto Restaurant (Cyling, Eating, and Drinking Along the Northshore’s Tammany Trace)","501 E Boston St, Covington, LA",30.47544019,-90.09551173,"The menu changes often at this intimate, high hospitality North Shore gem from chefs and husband and wife team David and Torre Solazzo. The menu is creative and elegant. Great happy hour too. Easily accessible to the Trace. Also right by the Southern Hotel."
Desi Vega's Steakhouse (Where to Order Thanksgiving Turkey and Sides in New Orleans 2017),"628 St Charles Ave, New Orleans, LA 70130",29.94743,-90.0710869,"Upscale, detail-oriented Desi Vega’s Steakhouse has a Thanksgiving to-go menu with all the traditional dishes, including turtle soup, gumbo, salad, creamed spinach, shrimp and mirliton dressing, and more. All orders must be placed by the close of business on November 17. Pick up by the end of business on November 22. To order or grab a copy of the menu, email aimee@desivegasteaks or call (504) 523-7600."
Dickie Brennan's Steakhouse (Ten Spots Where the Three-Martini Lunch is Alive and Well),"716 Iberville St, New Orleans, LA 70130",29.954345,-90.068733,"New Orlean’s is a city full of traditions and Friday lunch is an important one. Dickie Brennan’s Steakhouse sees that and raises it $1 martinis from 11:30 to 2:30 p.m. on Fridays. Order the two-course prix fixe for $19.98 (the year the restaurant opened) or a la carte (barbecue shrimp and grits, steak salad, and other options). Note: The limit is three $1 martinis (or other classic cocktail), no more and no less than what it takes for a three-martini lunch."
District Donuts Sliders Brew (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"2209 Magazine St, New Orleans, LA 70130",29.9294801,-90.0771601,"District elevated New Orleans’ doughnut game when it opened in 2013, and the spot now has over one hundred different doughnut variations, but the one to have during Carnival is the king cake donut. They go fast, so get there early. Also, the District’s actual king cake this year is inspired by the Italian cuccidati cookie with brioche dough spiked with cinnamon, and stuffed with fig, walnut, raisin, date, orange, and spices, so try that too while you’re there. "
Diva Dog (Where To Eat New Orleans’ Best Hot Dogs),"2000 Oretha Castle Haley Blvd, New Orleans, LA 70113",29.9378811,-90.0813852,"Diva Dog’s stall in Roux Carre gives a reliable presence to the super-popular food truck. Hot dog diva Ericka Lassair slings hot dogs with Creole toppings— including a red beans and rice dog and a crawfish étouffée dog— on toasty brioche buns. Other sinful options include étouffée fries and étouffée nachos, a crabmeat grilled cheese, and a Zapps potato chip dog. Look for the food truck at events around town as well."
Domilise's Po-Boy & Bar (Here are New Orleans’ Best Po-Boy Spots),"5240 Annunciation St, New Orleans, LA 70115",29.9173976,-90.1123667,"The longtime po-boy destination in the “sliver by the river” has something of a cult following. Step under the hand-painted sign and enter into a no-frills time warp of formica and wooden paneling. But know that this beloved eatery has been serving up po-boys to hungry New Orleanians for decades. Like the Parkway Bakery, Domilise’s has a long history tied to the city’s working class and this year marks the 100th anniversary of the family business. Both fried seafood and roast beef debris are favorites here. Worth noting: Tuesdays and Thursdays, 20% off for Tulane and Loyola students with id. "
Domilise's Po-Boys (New Orleans' Essential Lunch Spots),"5240 Annunciation St, New Orleans, LA 70115",29.91749311,-90.11234133,"Domilise's is a po' boy institution dating back to 1918, and what many consider THE classic po' boy operation in New Orleans with fans even including Mario Batali. It's an incredibly delicious hole-in-the-wall experience, where you can't go wrong with a fried shrimp."
Dong Phuong Oriental Bakery (New Orleans' Essential Lunch Spots),"14207 Chef Menteur Hwy, New Orleans, LA 70129",30.03578618,-89.9149768,"This Vietnamese bakery is a bit of a drive out to New Orleans East, but is honestly worth it, if you're interested in seeking out the best banh mi you'll ever have in your life."
Dong Phuong Oriental Bakery (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"14207 Chef Menteur Hwy, New Orleans, LA 70129",30.0357954,-89.9149098,"For years this New Orleans East Vietnamese bakery’s perfectly crisp on the outside, soft on the inside take on french bread has been the undisputed reigning champ of po-boy loaves. This year, the recent James Beard Award winner made headlines when it announced that, after reports of scalping and fistfights, its highly sought after king cakes would be pulled from vendors and sold only at its Chef Menteur location. Always worth the drive for its banh mi, the bakery also offers a sampling of Vietnamese sweets such as moon cakes. Worth noting: Best bakery website. Ever. Dong Phuong’s animated site is so beautifully rendered that it could bring one to tears. Worth a visit in its own right.  "
Dong Phuong Oriental Bakery (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"14207 Chef Menteur Hwy, New Orleans, LA 70129",30.0357954,-89.9149098,"Located on the outskirts of New Orleans in da East, this 30 year-old bakery reflects perfectly traditional Vietnamese cooking and baking, which includes a heavy influence from the French occupation of Vietnam. The Banh Mi is served on freshly baked French bread. Diners get to choose from 17 different fillings for the sandwich, from cold cuts to Chinese sausage or toasted fish patty."
Dooky Chase Restaurant (New Orleans' Essential Lunch Spots),"2301 Orleans Ave, New Orleans, LA 70119",29.968136,-90.07842325,"The buffet at this Treme landmark, where nonagenarian chef Leah Chase still checks in on the dining room, will only set you back about $18 and includes basically everything you came to town for— gumbo, fried chicken, fried catfish, greens, lima beans and soul."
Dryades Public Market (Where to Order Thanksgiving Turkey and Sides in New Orleans 2017),"1307 Oretha Castle Haley Blvd, New Orleans, LA 70113",29.942394,-90.078653,"Dryades Market has an extensive menu of Thanksgiving take-out, basically requiring you to cook absolutely nothing. Three different kinds gumbo; fried turkey sold by quarters, halves, or whole; multiple potato options; veg options; turkey dressing; eggplant dressing; gravy; cranberry sauce; and pies. Order by Monday, November 20 and pick up on Wednesday, November 23. View the full menu here."
DTB (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"8201 Oak St #1, New Orleans, LA 70118",29.948297,-90.130707,"DTB, the creative Cajun restaurant from Eater NOLA’s Chef of the Year, Carl Schaubhut, has a king cake soufflé for its debut Carnival offering. It has an traditional king cake flavors, plus a Creole cream cheese and citrus glaze poured tableside. "
Elysian Seafood (Where to Order Thanksgiving Turkey and Sides in New Orleans 2017),"2381 St Claude Ave, New Orleans, LA 70117",29.969436,-90.052175,"Grab the things that are going to make your holiday table really special here. Marinated crab claws, seafood gumbo, mini crab cakes, and oyster and cornbread dressing among others. Call (504)323-9123 or email info@elysianseafood.com to order. "
Emeril's (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"800 Tchoupitoulas St, New Orleans, LA 70130",29.944616,-90.067286,"Emeril’s goes nuts with king cake monkey bread, which is king cake dough tossed with cinnamon sugar and topped with vanilla icing and Mardi Gras-colored sugar. The flavors have been changing throughout the season. Strawberry and Creole cream cheese runs through February 5 followed by cookies and cream, which runs through February 12. If you’re curious what you missed already: Smores was on through January 22, while coconut was the flavor du jour through January 29."
Erin Rose (The 12 Essential French Quarter Bars),"811 Conti St, New Orleans, LA",29.9564,-90.06795349,"Just a few steps from Bourbon’s mayhem, the Rose offers a pocket of cozy respite. Slim, unpretentious, and outfitted with a classic long bar, this perennial local favorite evokes a small Irish pub. Grab a pint or a whiskey and transition from day to night or refuel with banh mi from the Killer Poboys window in back before heading out into the night. Or drink like a local and stay for hours while catching up with an old friend. Four dollars and under “Wake Up and Live!” specials (10 a.m-2 p.m.) include bloody Marys and frozen Irish coffee. "
Finn McCool's Irish Pub (Where to Watch the 2018 Super Bowl in New Orleans),"3701 Banks St, New Orleans, LA 70119",29.969436,-90.099126,"The quintessential neighborhood bar is an Irish bar through and through. The original owners came from Belfast in the 1990s and opened the kind of spot they remembered from home in 2002. It is now owned by a former regular and fellow Irishman. It’s a popular place to catch European football, but come Super Bowl Sunday the screens will be tuned to the NFL. Plus, there are tons of bar games to enjoy if the game isn’t as riveting as you expected, and a decent food menu with curry fries and more."
Fireworks in the Mississippi in the Steamboat Natchez (Where to Eat and Drink on New Year’s Eve in New Orleans),"600 Decatur Street, Suite 308 (Toulouse Street Wharf), New Orleans, LA 70130",29.955889,-90.0630227,"Buffet dinner, open bar, and live music on this iconic steamboat. Boarding begins at the Toulouse Street Wharf at 9:30 p.m. with the boat departing shortly after, and cruising until midnight. Catch amazing views of the fireworks and a party on board until 12:30 a.m. Tickets are $175 per person. More details here."
First and Last Stop Bar (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"1843 Pauger St, New Orleans, LA 70116",29.9691806,-90.060339,"Miss Carol runs a tight ship at this no-frills 7th Ward bar on the corner of Pauger and Marais. And that’s a good thing in a gritty neighborhood that continues to straddle tradition and see an influx of newcomers and AirBnBers. Cassandra, the bartender welcomes all, the juke box is loaded with soul and R&B tunes, and there’s always some kind of party going on. "
Five Happiness (Where To Satisfy a Chinese Food Craving in New Orleans),"3605 S Carrollton Ave, New Orleans, LA 70118",29.9644091,-90.1108355,"New Orleanians love Five Happiness, a sprawling eatery on Carrollton since 1979. Named for the Chinese tradition of five kinds of happiness: longevity, wealth, health, virtue, and peaceful death, Five Happiness adds a full belly to the list. The crispy whole fish with black bean sauce is a winner, ditto the Peking duck, which comes with ten thin crepes for bundling. Lots of rooms and big tables, so this place works well for large parties. "
Flamingo A-Go-Go (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"869 Magazine St, New Orleans, LA 70130",29.944059,-90.069797,"This sprawling new bar with 7,000 square feet of outdoor seating has a king cake daiquiri this season. Plus, the bar is conveniently located to the parade route, making it a convenient stop to grab a drink without missing much. Plus, there’s a full menu for snacks."
Fountain Lounge (Where to Find the Best Réveillon Dinners in New Orleans 2017),"130 Roosevelt Way, New Orleans, LA 70112",29.9540335,-90.0717514,"The Fountain Lounge’s lunch-only, three-course meal serves up a solid, budget-minded choice for those looking to partake more lightly. The three entree choices feature cool weather flavors: puppy drum with winter squash hash, rosemary strip loin roast with Abita demi-glace, or cherry-glazed smoked duck breast. Plus, it’s inside the gloriously decked-out-for-the-holidays Roosevelt Hotel. $24 per person."
Frady's One Stop Food Store (Here are New Orleans’ Best Po-Boy Spots),"3231 Dauphine St, New Orleans, LA 70117",29.9640496,-90.0425541,"A sign posted at this corner store says it all: “No wifi at Fradys, sit down and talk.” More known for its breakfast and lunch plates than for “making groceries,” this joint is old school and proud of it. Frady’s is about as basic as it gets; orders are to go and buyer beware, cash only. The fried shrimp and oyster or dripping roast beef with provolone are good bets. Consider following the sign’s advice and chow down at one of the shaded benches out front with a friend or, perhaps, make a new one? "
Frady's One Stop Food Store (These Are New Orleans’ Essential Corner Stores (With Great Food)),"3231 Dauphine St, New Orleans, LA 70117",29.9640496,-90.0425541,"Off-beat decor, outlandish stories, and longtime characters spell “a good feeling” for Evans whenever she steps into this Bywater corner spot. “It’s the kind of corner store you write home to your mother about. I did,” she says. Menus include tiny muffalettas, stuffed mirliton, a Thursday beef liver and onion plate, as well as the $5 “grumpy old man” breakfast plate. "
Frey Smoked Meat Co. (The Most Incredible King Cake-Inspired Dishes To Try Right Now),"4141 Bienville Street, New Orleans, LA Suite 110, New Orleans, LA 70119",29.977562,-90.099593,"We live in a world of souped-up milkshakes, as evidenced by the many viral Instagram shakes of the world. It’s possible Frey Smoked Meat has outdone them all with its king cake a la mode  made with none other than hometown favorite, James Beard Award-winning Dong Phuong king cake. The vanilla milkshake is all dressed up with purple, green, and gold sugar, topped with whipped cream, and a big slice of Dong Phuong king cake. And — yes -- there’s a baby on it. "
Fritzel's European Jazz Pub (The 12 Essential French Quarter Bars),"733 Bourbon St, New Orleans, LA",29.95920772,-90.06514029,"Nestled between the party hardy bars and strips clubs of Bourbon, Fritzel’s remains in a bohemian class all its own. While mostly known for its nightly swing jazz shows, Fritzel’s offers a respite from the cover bands that otherwise dominate the strip. Raffish, divey, and unapologetically nostalgic, Fritzel’s remains dear even to locals despite its heavily touristed location. This style of Dixieland jazz skews towards a more mature crowd, so those looking for edge should head elsewhere. Decent beer selection and full bar. FYI: If you’re looking to sit, a hostess will direct you. Be forewarned, the club is small and often packed and the bleacher style seating isn’t cush. Fritzel’s is most likely better suited for a round or two alone with a friend rather than an all nighter with a pack of buddies. No cover but one drink minimum per set."
Galatoire's (New Orleans' Essential Lunch Spots),"209 Bourbon St, New Orleans, LA 70130",29.95492006,-90.06893085,"This Bourbon Street landmark is famous for its Friday lunch, where the drinks are strong and the menu is bursting with classics— Oysters Rockefeller, Eggs Sardou, Galatoire Goute, Pompano with crabmeat. Show up early to stand in line (and bring a jacket, gentlemen)."
Gatsby Party at Effervescence (Where to Eat and Drink on New Year’s Eve in New Orleans),"1036 N Rampart St, New Orleans, LA 70116",29.9634565,-90.0654373,"There’s hardly a place more appropriate to celebrate NYE than this charming wine bar that makes Champagne the star of the show all year long. Recently named Eater NOLA’s Bar of the Year, Effervescence is throwing a Gatsby New Year’s Eve Champagne celebration with live music by Harry Mayronne and Friends. The 5 p.m. seating includes a Taittinger welcome toast. The 9 p.m. seating includes a midnight Champagne tower toast. Food includes caviar, truffles, oysters, lobster, and steak. $80 per person. By reservation only. Full menu here. (Bubbles served all evening to walk-in guests.)"
Gene's Po-Boys (Here are New Orleans’ Best Po-Boy Spots),"1040 Elysian Fields Ave, New Orleans, LA 70117",29.9684428,-90.0571552,"Perfectly located for late night munching after Frenchmen Street or St. Claude Avenue bar hopping, Gene’s Po-Boys in the Marigny is as no-frills as they come. Don’t let the Pepto-Bismol pink exterior put you off — the sandwiches are hearty and cheap. The hot sausage and cheese is a best seller, and rightfully so. Come with patience; service can be a bit slow. Lagniappe: free drink with a po-boy. Best of all: ALWAYS open. "
Gene's Po-Boys (These Are New Orleans’ Essential Corner Stores (With Great Food)),"1040 Elysian Fields Ave, New Orleans, LA 70117",29.9684428,-90.0571552,"At Gene’s, you won’t waste any time reading over a long menu. There are only four choices and they are all poboys: Creole hot sausage, steak and cheese, hamburger, or shrimp. “Just don’t blame me if you smell like garlic and seasoning for a week,” says Evans. A bonus: $4 Canebreak beer on tap. "
Gene's Po-Boys (Where to Find the Best 24-Hour Eats in New Orleans),"1040 Elysian Fields Ave, New Orleans, LA 70117",29.9684428,-90.0571552,"This no frills joint on the corner of Elysian Fields and St. Claude feeds hordes of hungry club-goers spilling out of Siberia, Allways, and MAGS in the wee hours, and with good reason. Inside the Pepto-pink building the po-boys are massive: foot-longers stuffed with the likes of hot sausage and cheese, hamburger, and fried catfish. Yes, it’s a greasy little joint without much ambiance and just two tables, so order that sandwich to go or bring it next door to Melvin’s Bar and have another beer. "
GG's Dine-O-Rama (Where To Eat New Orleans’ Best Hot Dogs),"3100 Magazine St, New Orleans, LA",29.92454508,-90.08539285,"This spot is located on a corner of Magazine Street, in the middle of all the shopping. The Chicago-style beef hot dog comes on a poppy seed bun with relish galore, and a side of fries or chips. The big menu with cocktails, salads, hearty sandwiches, and more."
Golden Lantern (The 12 Essential French Quarter Bars),"1239 Royal St, New Orleans, LA",29.96268,-90.06067881,"Simultaneously divey and charming and very faintly pagoda-esque, the Golden Lantern is like its name, welcoming and slightly magical. Somehow this 24-hour watering hole manages to feel more removed from the world than most bars; it also offers an incredibly generous daily happy hour lasting from 8 a.m. to 8 p.m. Gay-centered but straight-friendly, it’s where one could imagine Blanche DuBois would have eventually ended up sipping rum and cokes on rainy afternoons had she not been so undone by Stanley. Free live entertainment, including drag shows on the weekends. "
Gracious Bakery (Multiple Locations) (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"4930 Prytania St, New Orleans, LA 70115",29.9243927,-90.1085945,"The fact that Gracious now has three locations speaks for itself. Gracious’ initial location on Jefferson Davis Avenue found quick fans among the employees upstairs at Woodward Design and Build Co. But word of this upbeat, modern, and light-filled breakfast and lunch spot from pastry chef Megan Forman quickly spread and with good reason: Gracious serves up satisfying sandwiches on homemade bread that don’t leave one in a fried food coma. The chicken tarragon and meatloaf options are good bets. Gracious also offers a small breakfast menu (build-your-own breakfast sandwiches offer lots of options) and outstanding baked goods, including baguettes, sourdough boules, and ciabatta, patisseries as well as deeply, deeply satisfying cookies that are difficult to resist while waiting to place an order. Whole cakes and pies also available. Good to know: Gracious offers bread-making classes.  "
Guy's Po-Boys (Here are New Orleans’ Best Po-Boy Spots),"5259 Magazine St, New Orleans, LA 70115",29.9206242,-90.1126066,"Marvin Matherne has owned this 60+ year old, petite lunch staple since 1992, and he’s always in the kitchen making the po-boys himself, chatting with customers as he stuffs well-seasoned shrimp inside po-boy loaves (to the point that they are falling out of the sandwich) and slathering them with mayo before topping with pickles, lettuce, tomato, and ketchup.Indeed, the fried shrimp po-boy is one of the best the city has to offer. (There’s also a very good grilled shrimp po-boy.) Seating is extremely limited and payment is cash only. Note: Unlike other spots that leave the ketchup application to the customer, Guy’s defines “dressed” as lettuce, tomatoes, pickles, and ketchup."
Hawk's Restaurant (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"415 Hawks Rd, Rayne, LA 70578",30.3161749,-92.345779,The upside is also the downside of this communal-style restaurant: It’s only open during crawfish season. Those lucky enough to make the trip during that season are met with impossibly sweet (due to a purging process developed at Texas A&M) and peppery boiled crawfish. It’s also listed as one of Eater’s 38 best restaurants in the South.
Haydel's Bakery (New Orleans’ Top Bakeries: Where To Eat Sweets and Buy Bread in the Crescent City),"4037 Jefferson Hwy, New Orleans, LA 70121",29.9621115,-90.1683497,"Now in its third generation, this family-owned bakery on Jefferson Highway is best known for the tens of thousands of king cakes it produces each Carnival season (many of which are shipped out of state) and its custom designed confections, including wedding cakes. Haydel’s is old school, caring little for pretension or fad. While other bakeries on this list may look to Europe for inspiration, Haydel’s remains firmly rooted in New Orleans and Cajun country with Saints-themed cupcakes and the Cajun Kringle, a praline-filled couronne topped with a caramel glaze and pecans.  "
Herby K's (These 14 Restaurants Are Worth a Drive From Metro New Orleans),"1833 Pierre Ave, Shreveport, LA 71103",32.4940563,-93.762933,"This cozy, memorabilia-filled hole-in-the-wall in Shreveport has been serving the community for about 80 years. The most popular item, the “shrimp buster,” was added to the menu in the 1940s, after a family member returned from war in the South Pacific and described the butterfly shrimp he had there. The Herby K’s version is butterfly shrimp pounded thin and fried, served with a “secret” dipping sauce. The shrimp étouffée, gumbo, onion rings, and a giant crab cake are all worthy of stomach real estate too."
Hong Kong Food Market (Where To Satisfy a Chinese Food Craving in New Orleans),"925 Behrman Hwy #3, Gretna, LA 70056",29.8909169,-90.0179171,"Although it’s not a restaurant, this spacious Asian supermarket carries a spinning globe of international ingredients along with prepared foods to take away. Head towards the back on the right for glistening, lacquered Peking duck and slices of red hued char siu (Chinese barbecued pork), fragrant with with soy sauce, hoisin sauce, and Chinese five-spice powder. Plus, satisfy a Vietnamese craving too with the cheap and good banh mi."
Hotel Monteleone (The Hotel Bars to Visit Now (and Through the Holidays)),"214 Royal St, New Orleans, LA 70117",29.9543472,-90.0678679,"The Carousel Bar was always one of the most beautiful, delightful bars in the city. But a 2011 renovation that opened up the space for more seating and a music stage has now arguably made the Carousel one of the most glamorous spots to drink in the country. Sartorially spiffy bartenders add to the ambiance as they ply guests with classics, including the in-house specialty, the Vieux Carre. And yes, the Carousel does actually move. It takes about fifteen minutes for a seat to circumnavigate the bar. Plan your drinking accordingly."
Igor's (Six Spots That Combine Laundry and Drinking in New Orleans),"2133 St Charles Ave, New Orleans, LA 70130",29.9344865,-90.080476,"James Beard Award-winning bartending whiz Chris Hannah picks Igor’s as the place to grab a to-go bloody Mary when you’re in the Garden District. Besides that, it has outdoor seating, laundry facilities, and pool tables. Open 24 hours. "
Jake’s Uptown Supermarket (These Are New Orleans’ Essential Corner Stores (With Great Food)),"1940 Dante St, New Orleans, LA 70118",29.954144,-90.1260338,"Come lunch, this Carrollton corner store does a solid hot plate business among on-the-go tradesmen. Rotating specials include stuffed peppers, smothered turkey necks, red beans, fried catfish, mac and chees,e and greens. Looking to host quick? Jake’s carries the goods for an impromptu barbecue: an extensive beer selection, including local craft brews, and a genuine meat counter. "
